mode,source_asset,target_asset,source_business,target_business,source_tier,target_tier,target_port,reachable,attempts,stable,elapsed_ms,error
proposed,loan_db,loan_app,loan,loan,db,app,8000,true,3,true,0.492,
proposed,loan_db,credit_app,loan,credit,db,app,8000,false,3,true,3966.068,gaierror: [Errno -2] Name or service not known
proposed,loan_db,credit_db,loan,credit,db,db,5432,false,3,true,3970.858,gaierror: [Errno -2] Name or service not known
proposed,loan_db,aml_app,loan,aml,db,app,8000,false,3,true,3973.040,gaierror: [Errno -2] Name or service not known
proposed,loan_db,aml_db,loan,aml,db,db,5432,false,3,true,3967.185,gaierror: [Errno -2] Name or service not known
proposed,loan_db,approval_app,loan,approval,db,app,8000,false,3,true,3974.411,gaierror: [Errno -2] Name or service not known
proposed,loan_db,approval_db,loan,approval,db,db,5432,false,3,true,3965.788,gaierror: [Errno -2] Name or service not known
proposed,credit_app,customer_app,credit,customer,app,app,8000,false,3,true,3971.283,gaierror: [Errno -2] Name or service not known
proposed,credit_app,customer_db,credit,customer,app,db,5432,false,3,true,3964.114,gaierror: [Errno -2] Name or service not known
proposed,credit_app,loan_app,credit,loan,app,app,8000,false,3,true,3971.737,gaierror: [Errno -2] Name or service not known
proposed,credit_app,loan_db,credit,loan,app,db,5432,false,3,true,3973.855,gaierror: [Errno -2] Name or service not known
proposed,credit_app,credit_db,credit,credit,app,db,5432,true,3,true,0.456,
proposed,credit_app,aml_app,credit,aml,app,app,8000,false,3,true,3974.870,gaierror: [Errno -2] Name or service not known
proposed,credit_app,aml_db,credit,aml,app,db,5432,false,3,true,3967.641,gaierror: [Errno -2] Name or service not known
proposed,credit_app,approval_app,credit,approval,app,app,8000,false,3,true,3968.410,gaierror: [Errno -2] Name or service not known
proposed,credit_app,approval_db,credit,approval,app,db,5432,false,3,true,3973.274,gaierror: [Errno -2] Name or service not known
proposed,credit_db,customer_app,credit,customer,db,app,8000,false,3,true,3989.477,gaierror: [Errno -2] Name or service not known
proposed,credit_db,customer_db,credit,customer,db,db,5432,false,3,true,3961.820,gaierror: [Errno -2] Name or service not known
proposed,credit_db,loan_app,credit,loan,db,app,8000,false,3,true,3978.243,gaierror: [Errno -2] Name or service not known; gaierror: [Errno -5] No address associated with hostname
proposed,credit_db,loan_db,credit,loan,db,db,5432,false,3,true,3969.132,gaierror: [Errno -2] Name or service not known
proposed,credit_db,credit_app,credit,credit,db,app,8000,true,3,true,0.526,
proposed,credit_db,aml_app,credit,aml,db,app,8000,false,3,true,3958.896,gaierror: [Errno -2] Name or service not known
proposed,credit_db,aml_db,credit,aml,db,db,5432,false,3,true,3978.157,gaierror: [Errno -2] Name or service not known
proposed,credit_db,approval_app,credit,approval,db,app,8000,false,3,true,3982.763,gaierror: [Errno -2] Name or service not known
proposed,credit_db,approval_db,credit,approval,db,db,5432,false,3,true,3966.490,gaierror: [Errno -2] Name or service not known
proposed,aml_app,customer_app,aml,customer,app,app,8000,false,3,true,3982.748,gaierror: [Errno -2] Name or service not known
proposed,aml_app,customer_db,aml,customer,app,db,5432,false,3,true,3968.902,gaierror: [Errno -2] Name or service not known
proposed,aml_app,loan_app,aml,loan,app,app,8000,false,3,true,3972.248,gaierror: [Errno -2] Name or service not known
proposed,aml_app,loan_db,aml,loan,app,db,5432,false,3,true,3972.065,gaierror: [Errno -2] Name or service not known
proposed,aml_app,credit_app,aml,credit,app,app,8000,false,3,true,3972.818,gaierror: [Errno -2] Name or service not known
proposed,aml_app,credit_db,aml,credit,app,db,5432,false,3,true,3977.088,gaierror: [Errno -2] Name or service not known
proposed,aml_app,aml_db,aml,aml,app,db,5432,true,3,true,0.750,
proposed,aml_app,approval_app,aml,approval,app,app,8000,false,3,true,3971.602,gaierror: [Errno -2] Name or service not known
proposed,aml_app,approval_db,aml,approval,app,db,5432,false,3,true,3967.667,gaierror: [Errno -2] Name or service not known
proposed,aml_db,customer_app,aml,customer,db,app,8000,false,3,true,3964.932,gaierror: [Errno -2] Name or service not known
proposed,aml_db,customer_db,aml,customer,db,db,5432,false,3,true,3982.923,gaierror: [Errno -2] Name or service not known
proposed,aml_db,loan_app,aml,loan,db,app,8000,false,3,true,3973.453,gaierror: [Errno -2] Name or service not known
proposed,aml_db,loan_db,aml,loan,db,db,5432,false,3,true,3983.893,gaierror: [Errno -2] Name or service not known
proposed,aml_db,credit_app,aml,credit,db,app,8000,false,3,true,3958.519,gaierror: [Errno -2] Name or service not known
proposed,aml_db,credit_db,aml,credit,db,db,5432,false,3,true,3979.437,gaierror: [Errno -2] Name or service not known
proposed,aml_db,aml_app,aml,aml,db,app,8000,true,3,true,0.489,
proposed,aml_db,approval_app,aml,approval,db,app,8000,false,3,true,3969.790,gaierror: [Errno -2] Name or service not known
proposed,aml_db,approval_db,aml,approval,db,db,5432,false,3,true,3967.276,gaierror: [Errno -2] Name or service not known
proposed,approval_app,customer_app,approval,customer,app,app,8000,false,3,true,3963.810,gaierror: [Errno -2] Name or service not known
proposed,approval_app,customer_db,approval,customer,app,db,5432,false,3,true,3975.326,gaierror: [Errno -2] Name or service not known
proposed,approval_app,loan_app,approval,loan,app,app,8000,false,3,true,3970.265,gaierror: [Errno -2] Name or service not known
proposed,approval_app,loan_db,approval,loan,app,db,5432,false,3,true,3976.883,gaierror: [Errno -2] Name or service not known
proposed,approval_app,credit_app,approval,credit,app,app,8000,false,3,true,3966.290,gaierror: [Errno -2] Name or service not known
proposed,approval_app,credit_db,approval,credit,app,db,5432,false,3,true,3973.915,gaierror: [Errno -2] Name or service not known
proposed,approval_app,aml_app,approval,aml,app,app,8000,false,3,true,3965.753,gaierror: [Errno -2] Name or service not known
proposed,approval_app,aml_db,approval,aml,app,db,5432,false,3,true,3974.867,gaierror: [Errno -2] Name or service not known
proposed,approval_app,approval_db,approval,approval,app,db,5432,true,3,true,0.821,
proposed,approval_db,customer_app,approval,customer,db,app,8000,false,3,true,3971.031,gaierror: [Errno -2] Name or service not known
proposed,approval_db,customer_db,approval,customer,db,db,5432,false,3,true,3969.102,gaierror: [Errno -2] Name or service not known
proposed,approval_db,loan_app,approval,loan,db,app,8000,false,3,true,3963.013,gaierror: [Errno -2] Name or service not known
proposed,approval_db,loan_db,approval,loan,db,db,5432,false,3,true,3975.017,gaierror: [Errno -2] Name or service not known
proposed,approval_db,credit_app,approval,credit,db,app,8000,false,3,true,3969.099,gaierror: [Errno -2] Name or service not known
proposed,approval_db,credit_db,approval,credit,db,db,5432,false,3,true,3985.290,gaierror: [Errno -2] Name or service not known
proposed,approval_db,aml_app,approval,aml,db,app,8000,false,3,true,3970.834,gaierror: [Errno -2] Name or service not known
proposed,approval_db,aml_db,approval,aml,db,db,5432,false,3,true,3973.379,gaierror: [Errno -2] Name or service not known
proposed,approval_db,approval_app,approval,approval,db,app,8000,true,3,true,0.576,
