mode,source_asset,target_asset,source_business,target_business,source_tier,target_tier,target_port,reachable,attempts,stable,elapsed_ms,error
policy_only,customer_app,customer_db,customer,customer,app,db,5432,true,3,true,1.838,
policy_only,customer_app,loan_app,customer,loan,app,app,8000,true,3,true,0.300,
policy_only,customer_app,loan_db,customer,loan,app,db,5432,true,3,true,0.241,
policy_only,customer_app,credit_app,customer,credit,app,app,8000,true,3,true,0.256,
policy_only,customer_app,credit_db,customer,credit,app,db,5432,true,3,true,0.276,
policy_only,customer_app,aml_app,customer,aml,app,app,8000,true,3,true,0.252,
policy_only,customer_app,aml_db,customer,aml,app,db,5432,true,3,true,0.270,
policy_only,customer_app,approval_app,customer,approval,app,app,8000,true,3,true,0.216,
policy_only,customer_app,approval_db,customer,approval,app,db,5432,true,3,true,0.251,
policy_only,customer_db,customer_app,customer,customer,db,app,8000,true,3,true,1.463,
policy_only,customer_db,loan_app,customer,loan,db,app,8000,true,3,true,0.521,
policy_only,customer_db,loan_db,customer,loan,db,db,5432,true,3,true,0.323,
policy_only,customer_db,credit_app,customer,credit,db,app,8000,true,3,true,0.328,
policy_only,customer_db,credit_db,customer,credit,db,db,5432,true,3,true,0.260,
policy_only,customer_db,aml_app,customer,aml,db,app,8000,true,3,true,0.225,
policy_only,customer_db,aml_db,customer,aml,db,db,5432,true,3,true,0.215,
policy_only,customer_db,approval_app,customer,approval,db,app,8000,true,3,true,0.387,
policy_only,customer_db,approval_db,customer,approval,db,db,5432,true,3,true,0.293,
policy_only,loan_app,customer_app,loan,customer,app,app,8000,true,3,true,1.477,
policy_only,loan_app,customer_db,loan,customer,app,db,5432,true,3,true,0.282,
policy_only,loan_app,loan_db,loan,loan,app,db,5432,true,3,true,0.252,
policy_only,loan_app,credit_app,loan,credit,app,app,8000,true,3,true,0.327,
policy_only,loan_app,credit_db,loan,credit,app,db,5432,true,3,true,0.256,
policy_only,loan_app,aml_app,loan,aml,app,app,8000,true,3,true,0.274,
policy_only,loan_app,aml_db,loan,aml,app,db,5432,true,3,true,0.286,
policy_only,loan_app,approval_app,loan,approval,app,app,8000,true,3,true,0.299,
policy_only,loan_app,approval_db,loan,approval,app,db,5432,true,3,true,0.300,
policy_only,loan_db,customer_app,loan,customer,db,app,8000,true,3,true,1.619,
