mode,source_asset,target_asset,source_business,target_business,source_tier,target_tier,target_port,reachable,attempts,stable,elapsed_ms,error
baseline,credit_db,customer_db,credit,customer,db,db,5432,true,3,true,0.305,
baseline,credit_db,loan_app,credit,loan,db,app,8000,true,3,true,0.253,
baseline,credit_db,loan_db,credit,loan,db,db,5432,true,3,true,0.281,
baseline,credit_db,credit_app,credit,credit,db,app,8000,true,3,true,0.220,
baseline,credit_db,aml_app,credit,aml,db,app,8000,true,3,true,0.236,
baseline,credit_db,aml_db,credit,aml,db,db,5432,true,3,true,0.243,
baseline,credit_db,approval_app,credit,approval,db,app,8000,true,3,true,0.268,
baseline,credit_db,approval_db,credit,approval,db,db,5432,true,3,true,0.238,
baseline,aml_app,customer_app,aml,customer,app,app,8000,true,3,true,1.240,
baseline,aml_app,customer_db,aml,customer,app,db,5432,true,3,true,0.332,
baseline,aml_app,loan_app,aml,loan,app,app,8000,true,3,true,0.304,
baseline,aml_app,loan_db,aml,loan,app,db,5432,true,3,true,0.333,
baseline,aml_app,credit_app,aml,credit,app,app,8000,true,3,true,0.360,
baseline,aml_app,credit_db,aml,credit,app,db,5432,true,3,true,0.260,
baseline,aml_app,aml_db,aml,aml,app,db,5432,true,3,true,0.293,
baseline,aml_app,approval_app,aml,approval,app,app,8000,true,3,true,0.413,
baseline,aml_app,approval_db,aml,approval,app,db,5432,true,3,true,0.269,
baseline,aml_db,customer_app,aml,customer,db,app,8000,true,3,true,1.260,
baseline,aml_db,customer_db,aml,customer,db,db,5432,true,3,true,0.368,
baseline,aml_db,loan_app,aml,loan,db,app,8000,true,3,true,0.315,
baseline,aml_db,loan_db,aml,loan,db,db,5432,true,3,true,0.357,
baseline,aml_db,credit_app,aml,credit,db,app,8000,true,3,true,0.235,
baseline,aml_db,credit_db,aml,credit,db,db,5432,true,3,true,0.222,
baseline,aml_db,aml_app,aml,aml,db,app,8000,true,3,true,0.326,
baseline,aml_db,approval_app,aml,approval,db,app,8000,true,3,true,0.333,
baseline,aml_db,approval_db,aml,approval,db,db,5432,true,3,true,0.338,
baseline,approval_app,customer_app,approval,customer,app,app,8000,true,3,true,1.563,
baseline,approval_app,customer_db,approval,customer,app,db,5432,true,3,true,0.376,
baseline,approval_app,loan_app,approval,loan,app,app,8000,true,3,true,0.315,
baseline,approval_app,loan_db,approval,loan,app,db,5432,true,3,true,0.257,
baseline,approval_app,credit_app,approval,credit,app,app,8000,true,3,true,0.547,
baseline,approval_app,credit_db,approval,credit,app,db,5432,true,3,true,0.419,
baseline,approval_app,aml_app,approval,aml,app,app,8000,true,3,true,0.339,
baseline,approval_app,aml_db,approval,aml,app,db,5432,true,3,true,0.330,
baseline,approval_app,approval_db,approval,approval,app,db,5432,true,3,true,0.555,
baseline,approval_db,customer_app,approval,customer,db,app,8000,true,3,true,1.485,
baseline,approval_db,customer_db,approval,customer,db,db,5432,true,3,true,0.315,
baseline,approval_db,loan_app,approval,loan,db,app,8000,true,3,true,0.480,
baseline,approval_db,loan_db,approval,loan,db,db,5432,true,3,true,0.233,
baseline,approval_db,credit_app,approval,credit,db,app,8000,true,3,true,0.301,
baseline,approval_db,credit_db,approval,credit,db,db,5432,true,3,true,0.251,
baseline,approval_db,aml_app,approval,aml,db,app,8000,true,3,true,0.328,
baseline,approval_db,aml_db,approval,aml,db,db,5432,true,3,true,0.233,
baseline,approval_db,approval_app,approval,approval,db,app,8000,true,3,true,0.221,
