mode,source_asset,target_asset,source_business,target_business,source_tier,target_tier,target_port,reachable,attempts,stable,elapsed_ms,error
baseline,customer_app,customer_db,customer,customer,app,db,5432,true,3,true,1.640,
baseline,customer_app,loan_app,customer,loan,app,app,8000,true,3,true,0.433,
baseline,customer_app,loan_db,customer,loan,app,db,5432,true,3,true,0.457,
baseline,customer_app,credit_app,customer,credit,app,app,8000,true,3,true,0.265,
baseline,customer_app,credit_db,customer,credit,app,db,5432,true,3,true,0.255,
baseline,customer_app,aml_app,customer,aml,app,app,8000,true,3,true,0.234,
baseline,customer_app,aml_db,customer,aml,app,db,5432,true,3,true,0.299,
baseline,customer_app,approval_app,customer,approval,app,app,8000,true,3,true,0.297,
baseline,customer_app,approval_db,customer,approval,app,db,5432,true,3,true,0.300,
baseline,customer_db,customer_app,customer,customer,db,app,8000,true,3,true,1.899,
baseline,customer_db,loan_app,customer,loan,db,app,8000,true,3,true,0.345,
baseline,customer_db,loan_db,customer,loan,db,db,5432,true,3,true,0.264,
baseline,customer_db,credit_app,customer,credit,db,app,8000,true,3,true,0.342,
baseline,customer_db,credit_db,customer,credit,db,db,5432,true,3,true,0.260,
baseline,customer_db,aml_app,customer,aml,db,app,8000,true,3,true,0.274,
baseline,customer_db,aml_db,customer,aml,db,db,5432,true,3,true,0.274,
baseline,customer_db,approval_app,customer,approval,db,app,8000,true,3,true,0.287,
baseline,customer_db,approval_db,customer,approval,db,db,5432,true,3,true,0.235,
baseline,loan_app,customer_app,loan,customer,app,app,8000,true,3,true,1.381,
baseline,loan_app,customer_db,loan,customer,app,db,5432,true,3,true,0.206,
baseline,loan_app,loan_db,loan,loan,app,db,5432,true,3,true,0.205,
baseline,loan_app,credit_app,loan,credit,app,app,8000,true,3,true,0.268,
baseline,loan_app,credit_db,loan,credit,app,db,5432,true,3,true,0.239,
baseline,loan_app,aml_app,loan,aml,app,app,8000,true,3,true,0.212,
baseline,loan_app,aml_db,loan,aml,app,db,5432,true,3,true,0.237,
baseline,loan_app,approval_app,loan,approval,app,app,8000,true,3,true,0.228,
baseline,loan_app,approval_db,loan,approval,app,db,5432,true,3,true,0.239,
baseline,loan_db,customer_app,loan,customer,db,app,8000,true,3,true,1.551,
baseline,loan_db,customer_db,loan,customer,db,db,5432,true,3,true,0.286,
baseline,loan_db,loan_app,loan,loan,db,app,8000,true,3,true,0.231,
baseline,loan_db,credit_app,loan,credit,db,app,8000,true,3,true,0.263,
baseline,loan_db,credit_db,loan,credit,db,db,5432,true,3,true,0.236,
baseline,loan_db,aml_app,loan,aml,db,app,8000,true,3,true,0.170,
baseline,loan_db,aml_db,loan,aml,db,db,5432,true,3,true,0.231,
baseline,loan_db,approval_app,loan,approval,db,app,8000,true,3,true,0.215,
baseline,loan_db,approval_db,loan,approval,db,db,5432,true,3,true,0.297,
baseline,credit_app,customer_app,credit,customer,app,app,8000,true,3,true,1.515,
baseline,credit_app,customer_db,credit,customer,app,db,5432,true,3,true,0.360,
baseline,credit_app,loan_app,credit,loan,app,app,8000,true,3,true,0.254,
baseline,credit_app,loan_db,credit,loan,app,db,5432,true,3,true,0.221,
baseline,credit_app,credit_db,credit,credit,app,db,5432,true,3,true,0.271,
baseline,credit_app,aml_app,credit,aml,app,app,8000,true,3,true,0.350,
baseline,credit_app,aml_db,credit,aml,app,db,5432,true,3,true,0.353,
baseline,credit_app,approval_app,credit,approval,app,app,8000,true,3,true,0.321,
baseline,credit_app,approval_db,credit,approval,app,db,5432,true,3,true,0.251,
baseline,credit_db,customer_app,credit,customer,db,app,8000,true,3,true,1.543,
