mode,experiment_run_id,attempt_id,source_business,destination,role,purpose,action,path,method,status_code,actual,latency_ms,error,audit_decision,audit_reason,is_execution_error
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-approval-loan_approver-loan_approval,aml,approval,loan_approver,loan_approval,submit_for_approval,/approval-requests,POST,403,deny,14.645800,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-approval-loan_approver-loan_screening,aml,approval,loan_approver,loan_screening,submit_for_approval,/approval-requests,POST,403,deny,9.272000,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-approval-loan_reviewer-loan_approval,aml,approval,loan_reviewer,loan_approval,submit_for_approval,/approval-requests,POST,403,deny,9.506200,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-approval-loan_reviewer-loan_screening,aml,approval,loan_reviewer,loan_screening,submit_for_approval,/approval-requests,POST,403,deny,7.551700,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-credit-loan_approver-loan_approval,aml,credit,loan_approver,loan_approval,request_credit_assessment,/credit-assessment,POST,403,deny,8.990200,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-credit-loan_approver-loan_screening,aml,credit,loan_approver,loan_screening,request_credit_assessment,/credit-assessment,POST,403,deny,7.188700,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-credit-loan_reviewer-loan_approval,aml,credit,loan_reviewer,loan_approval,request_credit_assessment,/credit-assessment,POST,403,deny,6.961300,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-credit-loan_reviewer-loan_screening,aml,credit,loan_reviewer,loan_screening,request_credit_assessment,/credit-assessment,POST,403,deny,8.917100,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-customer-loan_approver-loan_approval,aml,customer,loan_approver,loan_approval,read_customer_profile,/customer-profile/CASE-0001,GET,403,deny,6.786700,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-customer-loan_approver-loan_screening,aml,customer,loan_approver,loan_screening,read_customer_profile,/customer-profile/CASE-0001,GET,403,deny,8.981400,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-customer-loan_reviewer-loan_approval,aml,customer,loan_reviewer,loan_approval,read_customer_profile,/customer-profile/CASE-0001,GET,403,deny,7.196200,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-customer-loan_reviewer-loan_screening,aml,customer,loan_reviewer,loan_screening,read_customer_profile,/customer-profile/CASE-0001,GET,403,deny,6.803700,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-loan-loan_approver-loan_approval,aml,loan,loan_approver,loan_approval,read_review_package,/loan-review/CASE-0001,GET,403,deny,8.283000,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-loan-loan_approver-loan_screening,aml,loan,loan_approver,loan_screening,read_review_package,/loan-review/CASE-0001,GET,403,deny,6.948600,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-loan-loan_reviewer-loan_approval,aml,loan,loan_reviewer,loan_approval,read_review_package,/loan-review/CASE-0001,GET,403,deny,10.104700,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-aml-loan-loan_reviewer-loan_screening,aml,loan,loan_reviewer,loan_screening,read_review_package,/loan-review/CASE-0001,GET,403,deny,9.475300,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-approval-aml-loan_approver-loan_approval,approval,aml,loan_approver,loan_approval,request_aml_screening,/aml-screening,POST,403,deny,10.614400,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-approval-aml-loan_approver-loan_screening,approval,aml,loan_approver,loan_screening,request_aml_screening,/aml-screening,POST,403,deny,10.090100,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-approval-aml-loan_reviewer-loan_approval,approval,aml,loan_reviewer,loan_approval,request_aml_screening,/aml-screening,POST,403,deny,7.382600,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-approval-aml-loan_reviewer-loan_screening,approval,aml,loan_reviewer,loan_screening,request_aml_screening,/aml-screening,POST,403,deny,9.527400,,deny,role_purpose_action_mismatch,false
policy_only,policyspace-policy_only-20260818T042603Z,PS-approval-credit-loan_approver-loan_approval,approval,credit,loan_approver,loan_approval,request_credit_assessment,/credit-assessment,POST,403,deny,7.077300,,deny,role_purpose_action_mismatch,false
