mode,source_asset,target_asset,source_business,target_business,source_tier,target_tier,target_port,reachable,attempts,stable,elapsed_ms,error
segmentation_only,customer_app,customer_db,customer,customer,app,db,5432,true,3,true,1.433,
segmentation_only,customer_app,loan_app,customer,loan,app,app,8000,false,3,true,4001.277,gaierror: [Errno -2] Name or service not known; gaierror: [Errno -5] No address associated with hostname
segmentation_only,customer_app,loan_db,customer,loan,app,db,5432,false,3,true,3987.164,gaierror: [Errno -2] Name or service not known; gaierror: [Errno -5] No address associated with hostname
segmentation_only,customer_app,credit_app,customer,credit,app,app,8000,false,3,true,3984.133,gaierror: [Errno -2] Name or service not known; gaierror: [Errno -5] No address associated with hostname
segmentation_only,customer_app,credit_db,customer,credit,app,db,5432,false,3,true,3973.989,gaierror: [Errno -2] Name or service not known; gaierror: [Errno -5] No address associated with hostname
segmentation_only,customer_app,aml_app,customer,aml,app,app,8000,false,3,true,3994.749,gaierror: [Errno -2] Name or service not known; gaierror: [Errno -5] No address associated with hostname
segmentation_only,customer_app,aml_db,customer,aml,app,db,5432,false,3,true,3957.698,gaierror: [Errno -2] Name or service not known; gaierror: [Errno -5] No address associated with hostname
segmentation_only,customer_app,approval_app,customer,approval,app,app,8000,false,3,true,3981.422,gaierror: [Errno -2] Name or service not known; gaierror: [Errno -5] No address associated with hostname
segmentation_only,customer_app,approval_db,customer,approval,app,db,5432,false,3,true,3989.819,gaierror: [Errno -2] Name or service not known; gaierror: [Errno -5] No address associated with hostname
segmentation_only,customer_db,customer_app,customer,customer,db,app,8000,true,3,true,1.742,
segmentation_only,customer_db,loan_app,customer,loan,db,app,8000,false,3,true,3966.078,gaierror: [Errno -2] Name or service not known
segmentation_only,customer_db,loan_db,customer,loan,db,db,5432,false,3,true,3969.791,gaierror: [Errno -2] Name or service not known
segmentation_only,customer_db,credit_app,customer,credit,db,app,8000,false,3,true,3976.527,gaierror: [Errno -2] Name or service not known
segmentation_only,customer_db,credit_db,customer,credit,db,db,5432,false,3,true,3961.622,gaierror: [Errno -2] Name or service not known
segmentation_only,customer_db,aml_app,customer,aml,db,app,8000,false,3,true,3974.416,gaierror: [Errno -2] Name or service not known
segmentation_only,customer_db,aml_db,customer,aml,db,db,5432,false,3,true,3971.666,gaierror: [Errno -2] Name or service not known
segmentation_only,customer_db,approval_app,customer,approval,db,app,8000,false,3,true,3978.579,gaierror: [Errno -2] Name or service not known
segmentation_only,customer_db,approval_db,customer,approval,db,db,5432,false,3,true,3967.021,gaierror: [Errno -2] Name or service not known
segmentation_only,loan_app,customer_app,loan,customer,app,app,8000,false,3,true,3970.267,gaierror: [Errno -2] Name or service not known; gaierror: [Errno -5] No address associated with hostname
segmentation_only,loan_app,customer_db,loan,customer,app,db,5432,false,3,true,3981.001,gaierror: [Errno -2] Name or service not known; gaierror: [Errno -5] No address associated with hostname
segmentation_only,loan_app,loan_db,loan,loan,app,db,5432,true,3,true,0.895,
segmentation_only,loan_app,credit_app,loan,credit,app,app,8000,false,3,true,3990.479,gaierror: [Errno -2] Name or service not known
segmentation_only,loan_app,credit_db,loan,credit,app,db,5432,false,3,true,3955.806,gaierror: [Errno -2] Name or service not known
segmentation_only,loan_app,aml_app,loan,aml,app,app,8000,false,3,true,3972.405,gaierror: [Errno -2] Name or service not known
segmentation_only,loan_app,aml_db,loan,aml,app,db,5432,false,3,true,3964.776,gaierror: [Errno -2] Name or service not known
segmentation_only,loan_app,approval_app,loan,approval,app,app,8000,false,3,true,4000.238,gaierror: [Errno -2] Name or service not known; gaierror: [Errno -5] No address associated with hostname
segmentation_only,loan_app,approval_db,loan,approval,app,db,5432,false,3,true,3971.447,gaierror: [Errno -2] Name or service not known
segmentation_only,loan_db,customer_app,loan,customer,db,app,8000,false,3,true,3974.292,gaierror: [Errno -2] Name or service not known
segmentation_only,loan_db,customer_db,loan,customer,db,db,5432,false,3,true,3965.720,gaierror: [Errno -2] Name or service not known
segmentation_only,loan_db,loan_app,loan,loan,db,app,8000,true,3,true,0.517,
segmentation_only,loan_db,credit_app,loan,credit,db,app,8000,false,3,true,3970.090,gaierror: [Errno -2] Name or service not known
segmentation_only,loan_db,credit_db,loan,credit,db,db,5432,false,3,true,3969.121,gaierror: [Errno -2] Name or service not known
segmentation_only,loan_db,aml_app,loan,aml,db,app,8000,false,3,true,3980.577,gaierror: [Errno -2] Name or service not known
segmentation_only,loan_db,aml_db,loan,aml,db,db,5432,false,3,true,3957.518,gaierror: [Errno -2] Name or service not known
segmentation_only,loan_db,approval_app,loan,approval,db,app,8000,false,3,true,3978.073,gaierror: [Errno -2] Name or service not known
segmentation_only,loan_db,approval_db,loan,approval,db,db,5432,false,3,true,3960.590,gaierror: [Errno -2] Name or service not known
segmentation_only,credit_app,customer_app,credit,customer,app,app,8000,false,3,true,3987.882,gaierror: [Errno -2] Name or service not known
segmentation_only,credit_app,customer_db,credit,customer,app,db,5432,false,3,true,3983.494,gaierror: [Errno -2] Name or service not known
segmentation_only,credit_app,loan_app,credit,loan,app,app,8000,false,3,true,3966.827,gaierror: [Errno -2] Name or service not known
segmentation_only,credit_app,loan_db,credit,loan,app,db,5432,false,3,true,3959.359,gaierror: [Errno -2] Name or service not known
segmentation_only,credit_app,credit_db,credit,credit,app,db,5432,true,3,true,0.583,
segmentation_only,credit_app,aml_app,credit,aml,app,app,8000,false,3,true,3975.603,gaierror: [Errno -2] Name or service not known
segmentation_only,credit_app,aml_db,credit,aml,app,db,5432,false,3,true,3956.533,gaierror: [Errno -2] Name or service not known
segmentation_only,credit_app,approval_app,credit,approval,app,app,8000,false,3,true,3972.238,gaierror: [Errno -2] Name or service not known
segmentation_only,credit_app,approval_db,credit,approval,app,db,5432,false,3,true,3981.704,gaierror: [Errno -2] Name or service not known
segmentation_only,credit_db,customer_app,credit,customer,db,app,8000,false,3,true,3968.610,gaierror: [Errno -2] Name or service not known
segmentation_only,credit_db,customer_db,credit,customer,db,db,5432,false,3,true,3983.481,gaierror: [Errno -2] Name or service not known
segmentation_only,credit_db,loan_app,credit,loan,db,app,8000,false,3,true,3965.197,gaierror: [Errno -2] Name or service not known
segmentation_only,credit_db,loan_db,credit,loan,db,db,5432,false,3,true,3987.562,gaierror: [Errno -2] Name or service not known
segmentation_only,credit_db,credit_app,credit,credit,db,app,8000,true,3,true,0.857,
segmentation_only,credit_db,aml_app,credit,aml,db,app,8000,false,3,true,3964.962,gaierror: [Errno -2] Name or service not known
