metric,mode,median,iqr,p95,ci_low,ci_high,n_rounds
decision_ms,baseline,1.2417639999853236,0.022226375051559444,1.2845998876969134,1.2242376249673725,1.2474368749622045,12
total_ms,baseline,11.49635337503696,0.14208293760020752,11.825210937411157,11.439631499854386,11.592402125017998,12
decision_ms,policy_only,1.2759476249470936,0.015452625092393646,1.323329525189365,1.2727324999559642,1.291502750007112,12
total_ms,policy_only,11.533324624849683,0.16923893772968768,11.904410762372208,11.468083249837946,11.649038625080266,12
decision_ms,segmentation_only,1.2422118750237132,0.011798749994795799,1.2754536374188774,1.2398343749850937,1.2532958749602585,12
total_ms,segmentation_only,11.495001125069848,0.15093931244791747,11.641285637381316,11.439365249998446,11.593027624940078,12
decision_ms,proposed,1.278437749931527,0.0230776877003791,1.326075862647258,1.2739332498767908,1.3011168750267643,12
total_ms,proposed,11.515254125129104,0.08196475005206594,11.772830562540548,11.487589749947347,11.571558999946774,12
