mode,experiment_run_id,attempt_id,source_business,destination,role,purpose,action,method,status_code,actual,latency_ms,error,audit_decision,audit_reason,is_execution_error
baseline,policyspace-baseline-20260818T014436Z,PS-customer-credit-loan_reviewer-loan_approval,customer,credit,loan_reviewer,loan_approval,/credit-assessment,POST,200,allow,16.572700,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-customer-credit-loan_reviewer-loan_screening,customer,credit,loan_reviewer,loan_screening,/credit-assessment,POST,200,allow,19.039700,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-customer-loan-loan_approver-loan_approval,customer,loan,loan_approver,loan_approval,/loan-review/CASE-0001,GET,200,allow,13.687300,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-customer-loan-loan_approver-loan_screening,customer,loan,loan_approver,loan_screening,/loan-review/CASE-0001,GET,200,allow,13.011700,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-customer-loan-loan_reviewer-loan_approval,customer,loan,loan_reviewer,loan_approval,/loan-review/CASE-0001,GET,200,allow,13.226800,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-customer-loan-loan_reviewer-loan_screening,customer,loan,loan_reviewer,loan_screening,/loan-review/CASE-0001,GET,200,allow,13.395100,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-aml-loan_approver-loan_approval,loan,aml,loan_approver,loan_approval,/aml-screening,POST,200,allow,40.560800,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-aml-loan_approver-loan_screening,loan,aml,loan_approver,loan_screening,/aml-screening,POST,200,allow,14.579500,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-aml-loan_reviewer-loan_approval,loan,aml,loan_reviewer,loan_approval,/aml-screening,POST,200,allow,15.383900,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-aml-loan_reviewer-loan_screening,loan,aml,loan_reviewer,loan_screening,/aml-screening,POST,200,allow,15.793300,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-approval-loan_approver-loan_approval,loan,approval,loan_approver,loan_approval,/approval-requests,POST,200,allow,16.140200,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-approval-loan_approver-loan_screening,loan,approval,loan_approver,loan_screening,/approval-requests,POST,200,allow,16.480600,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-approval-loan_reviewer-loan_approval,loan,approval,loan_reviewer,loan_approval,/approval-requests,POST,200,allow,16.470400,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-approval-loan_reviewer-loan_screening,loan,approval,loan_reviewer,loan_screening,/approval-requests,POST,200,allow,15.708100,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-credit-loan_approver-loan_approval,loan,credit,loan_approver,loan_approval,/credit-assessment,POST,200,allow,15.539600,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-credit-loan_approver-loan_screening,loan,credit,loan_approver,loan_screening,/credit-assessment,POST,200,allow,15.823400,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-credit-loan_reviewer-loan_approval,loan,credit,loan_reviewer,loan_approval,/credit-assessment,POST,200,allow,15.853300,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-credit-loan_reviewer-loan_screening,loan,credit,loan_reviewer,loan_screening,/credit-assessment,POST,200,allow,15.724100,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-customer-loan_approver-loan_approval,loan,customer,loan_approver,loan_approval,/customer-profile/CASE-0001,GET,200,allow,13.597500,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-customer-loan_approver-loan_screening,loan,customer,loan_approver,loan_screening,/customer-profile/CASE-0001,GET,200,allow,13.505200,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-customer-loan_reviewer-loan_approval,loan,customer,loan_reviewer,loan_approval,/customer-profile/CASE-0001,GET,200,allow,13.934000,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260818T014436Z,PS-loan-customer-loan_reviewer-loan_screening,loan,customer,loan_reviewer,loan_screening,/customer-profile/CASE-0001,GET,200,allow,13.887200,,allow,baseline_broad_authenticated_access,false
