flow,batch_id,decision_ms_median,total_ms_median,n,mode
loan_to_aml,9,1.2742974998900536,11.653949499986993,200,segmentation_only
loan_to_aml,10,1.2612120000312643,11.718994500029112,200,segmentation_only
loan_to_aml,11,1.2469299999793293,11.63039799996568,200,segmentation_only
loan_to_aml,12,1.2693144999502692,11.754659500070375,200,segmentation_only
loan_to_aml,13,1.3094130000581572,12.105765499882182,200,segmentation_only
loan_to_aml,14,1.2724399999797242,11.814206500162072,200,segmentation_only
loan_to_aml,15,1.2785949999170043,11.899503500103492,200,segmentation_only
loan_to_aml,16,1.2599299999465075,11.701838499902806,200,segmentation_only
loan_to_aml,17,1.2756344998479108,11.763595000047644,200,segmentation_only
loan_to_aml,18,1.2480789999926856,11.816101499903198,200,segmentation_only
loan_to_aml,19,1.2712435000139521,11.876863500106083,200,segmentation_only
loan_to_aml,20,1.2584844999992129,11.701058499966166,200,segmentation_only
loan_to_aml,21,1.2580420000176673,11.797142499858637,200,segmentation_only
loan_to_aml,22,1.2506714999744872,11.834981999868432,200,segmentation_only
loan_to_aml,23,1.2562939999725131,11.682467999889923,200,segmentation_only
loan_to_aml,24,1.2608935001026111,11.698299000045154,200,segmentation_only
loan_to_aml,25,1.2482504999979938,11.62083550002535,200,segmentation_only
loan_to_aml,26,1.2592499999755091,11.690810000004603,200,segmentation_only
loan_to_aml,27,1.276789000030476,11.919953500068914,200,segmentation_only
loan_to_aml,28,1.2633929999310567,11.777257000062491,200,segmentation_only
loan_to_aml,29,1.2821589999703065,11.903326999913588,200,segmentation_only
loan_to_aml,30,1.2455600000293998,11.60499650006841,200,segmentation_only
loan_to_approval,1,1.2520194999297019,11.739799499991932,200,segmentation_only
loan_to_approval,2,1.2777250000226559,11.790061000056085,200,segmentation_only
loan_to_approval,3,1.2579039999991437,11.709185000086109,200,segmentation_only
loan_to_approval,4,1.256343500017465,11.759718500002236,200,segmentation_only
loan_to_approval,5,1.2919205000798684,11.914925499922902,200,segmentation_only
loan_to_approval,6,1.256145000070319,11.683817999937673,200,segmentation_only
loan_to_approval,7,1.3527745001056246,12.007713000002695,200,segmentation_only
loan_to_approval,8,1.2821660001236523,11.777935500049352,200,segmentation_only
loan_to_approval,9,1.2145190000865114,11.368114000106289,200,segmentation_only
loan_to_approval,10,1.2234739999712474,11.344765000103507,200,segmentation_only
loan_to_approval,11,1.2385935000338577,11.488332999988415,200,segmentation_only
loan_to_approval,12,1.226394999889635,11.448698499862076,200,segmentation_only
loan_to_approval,13,1.237228000036339,11.367575999997825,200,segmentation_only
loan_to_approval,14,1.2356150000414345,11.417639000001145,200,segmentation_only
loan_to_approval,15,1.220753499978855,11.514491000070848,200,segmentation_only
loan_to_approval,16,1.2183719999256937,11.377151499914362,200,segmentation_only
loan_to_approval,17,1.2249275000613125,11.44705349997821,200,segmentation_only
loan_to_approval,18,1.2285945000485299,11.421263499869383,200,segmentation_only
loan_to_approval,19,1.2153030000945364,11.470238499896368,200,segmentation_only
loan_to_approval,20,1.2304399999720772,11.442328500038457,200,segmentation_only
loan_to_approval,21,1.2208659999259908,11.462263999874267,200,segmentation_only
loan_to_approval,22,1.2309879999747864,11.488658000075702,200,segmentation_only
loan_to_approval,23,1.2265909999769065,11.392095500013966,200,segmentation_only
loan_to_approval,24,1.2318199999299395,11.46081349997985,200,segmentation_only
loan_to_approval,25,1.21634599997833,11.409703500021351,200,segmentation_only
loan_to_approval,26,1.2182794998807367,11.470209499861994,200,segmentation_only
loan_to_approval,27,1.1938920000602593,11.352220500043586,200,segmentation_only
loan_to_approval,28,1.1994915000741457,11.28875350002545,200,segmentation_only
loan_to_approval,29,1.21813500004464,11.378849500033539,200,segmentation_only
loan_to_approval,30,1.2036174998684146,11.284499999874242,200,segmentation_only
loan_to_credit,1,1.2072349999812104,11.548076999929435,200,segmentation_only
loan_to_credit,2,1.2850470000103087,11.86669650002159,200,segmentation_only
loan_to_credit,3,1.2013110000452798,11.661933000027602,200,segmentation_only
loan_to_credit,4,1.0462734999805434,11.461292499973297,200,segmentation_only
loan_to_credit,5,1.0598314999583636,11.682247000010193,200,segmentation_only
loan_to_credit,6,1.2764064999828406,11.77918100000852,200,segmentation_only
loan_to_credit,7,1.2995540000133587,11.787254499949995,200,segmentation_only
loan_to_credit,8,1.2625434999904428,11.739508500056672,200,segmentation_only
loan_to_credit,9,1.231342500034316,11.771394500044607,200,segmentation_only
loan_to_credit,10,1.0488594999742418,11.533815500001765,200,segmentation_only
loan_to_credit,11,1.044539000019995,11.493029999996907,200,segmentation_only
loan_to_credit,12,1.2268000000403845,11.841924000066228,200,segmentation_only
loan_to_credit,13,1.249669999992875,11.629149500038238,200,segmentation_only
loan_to_credit,14,1.2775705000080961,11.73448199995164,200,segmentation_only
loan_to_credit,15,1.2238864999858379,11.624143000005915,200,segmentation_only
