mode,experiment_run_id,attempt_id,source_business,destination,role,purpose,action,method,status_code,actual,latency_ms,error,audit_decision,audit_reason,is_execution_error
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-credit-approval-loan_reviewer-loan_screening,credit,approval,loan_reviewer,loan_screening,/approval-requests,POST,200,allow,16.717400,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-credit-customer-loan_approver-loan_approval,credit,customer,loan_approver,loan_approval,/customer-profile/CASE-0001,GET,200,allow,16.696700,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-credit-customer-loan_approver-loan_screening,credit,customer,loan_approver,loan_screening,/customer-profile/CASE-0001,GET,200,allow,14.675800,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-credit-customer-loan_reviewer-loan_approval,credit,customer,loan_reviewer,loan_approval,/customer-profile/CASE-0001,GET,200,allow,13.940600,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-credit-customer-loan_reviewer-loan_screening,credit,customer,loan_reviewer,loan_screening,/customer-profile/CASE-0001,GET,200,allow,14.082200,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-credit-loan-loan_approver-loan_approval,credit,loan,loan_approver,loan_approval,/loan-review/CASE-0001,GET,200,allow,14.473700,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-credit-loan-loan_approver-loan_screening,credit,loan,loan_approver,loan_screening,/loan-review/CASE-0001,GET,200,allow,14.295300,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-credit-loan-loan_reviewer-loan_approval,credit,loan,loan_reviewer,loan_approval,/loan-review/CASE-0001,GET,200,allow,14.104500,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-credit-loan-loan_reviewer-loan_screening,credit,loan,loan_reviewer,loan_screening,/loan-review/CASE-0001,GET,200,allow,14.035900,,allow,baseline_broad_authenticated_access,false
segmentation_only,policyspace-segmentation_only-20260818T020153Z,PS-customer-aml-loan_approver-loan_approval,customer,aml,loan_approver,loan_approval,/aml-screening,POST,200,allow,21.544200,,allow,baseline_broad_authenticated_access,false
