mode,experiment_run_id,attempt_id,source_business,destination,role,purpose,action,path,method,status_code,actual,latency_ms,error,audit_decision,audit_reason,is_execution_error
proposed,policyspace-proposed-20260818T045913Z,PS-aml-approval-loan_approver-loan_approval,aml,approval,loan_approver,loan_approval,submit_for_approval,/approval-requests,POST,403,deny,14.244500,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-approval-loan_approver-loan_screening,aml,approval,loan_approver,loan_screening,submit_for_approval,/approval-requests,POST,403,deny,6.610500,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-approval-loan_reviewer-loan_approval,aml,approval,loan_reviewer,loan_approval,submit_for_approval,/approval-requests,POST,403,deny,6.851200,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-approval-loan_reviewer-loan_screening,aml,approval,loan_reviewer,loan_screening,submit_for_approval,/approval-requests,POST,403,deny,7.201500,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-credit-loan_approver-loan_approval,aml,credit,loan_approver,loan_approval,request_credit_assessment,/credit-assessment,POST,403,deny,5.646400,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-credit-loan_approver-loan_screening,aml,credit,loan_approver,loan_screening,request_credit_assessment,/credit-assessment,POST,403,deny,6.360000,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-credit-loan_reviewer-loan_approval,aml,credit,loan_reviewer,loan_approval,request_credit_assessment,/credit-assessment,POST,403,deny,7.225200,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-credit-loan_reviewer-loan_screening,aml,credit,loan_reviewer,loan_screening,request_credit_assessment,/credit-assessment,POST,403,deny,5.829700,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-customer-loan_approver-loan_approval,aml,customer,loan_approver,loan_approval,read_customer_profile,/customer-profile/CASE-0001,GET,403,deny,8.371100,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-customer-loan_approver-loan_screening,aml,customer,loan_approver,loan_screening,read_customer_profile,/customer-profile/CASE-0001,GET,403,deny,5.407600,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-customer-loan_reviewer-loan_approval,aml,customer,loan_reviewer,loan_approval,read_customer_profile,/customer-profile/CASE-0001,GET,403,deny,6.122900,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-customer-loan_reviewer-loan_screening,aml,customer,loan_reviewer,loan_screening,read_customer_profile,/customer-profile/CASE-0001,GET,403,deny,6.432700,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-loan-loan_approver-loan_approval,aml,loan,loan_approver,loan_approval,read_review_package,/loan-review/CASE-0001,GET,403,deny,5.570000,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-loan-loan_approver-loan_screening,aml,loan,loan_approver,loan_screening,read_review_package,/loan-review/CASE-0001,GET,403,deny,7.582500,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-loan-loan_reviewer-loan_approval,aml,loan,loan_reviewer,loan_approval,read_review_package,/loan-review/CASE-0001,GET,403,deny,5.828900,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-aml-loan-loan_reviewer-loan_screening,aml,loan,loan_reviewer,loan_screening,read_review_package,/loan-review/CASE-0001,GET,403,deny,7.377600,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-approval-aml-loan_approver-loan_approval,approval,aml,loan_approver,loan_approval,request_aml_screening,/aml-screening,POST,403,deny,18.126600,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-approval-aml-loan_approver-loan_screening,approval,aml,loan_approver,loan_screening,request_aml_screening,/aml-screening,POST,403,deny,5.790200,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-approval-aml-loan_reviewer-loan_approval,approval,aml,loan_reviewer,loan_approval,request_aml_screening,/aml-screening,POST,403,deny,7.532800,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-approval-aml-loan_reviewer-loan_screening,approval,aml,loan_reviewer,loan_screening,request_aml_screening,/aml-screening,POST,403,deny,5.848300,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-approval-credit-loan_approver-loan_approval,approval,credit,loan_approver,loan_approval,request_credit_assessment,/credit-assessment,POST,403,deny,6.329600,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-approval-credit-loan_approver-loan_screening,approval,credit,loan_approver,loan_screening,request_credit_assessment,/credit-assessment,POST,403,deny,6.165200,,deny,role_purpose_action_mismatch,false
proposed,policyspace-proposed-20260818T045913Z,PS-approval-credit-loan_reviewer-loan_approval,approval,credit,loan_reviewer,loan_approval,request_credit_assessment,/credit-assessment,POST,403,deny,6.867200,,deny,role_purpose_action_mismatch,false
