mode,experiment_run_id,attempt_id,source_business,destination,role,purpose,action,path,method,status_code,actual,latency_ms,error,audit_decision,audit_reason,is_execution_error
baseline,policyspace-baseline-20260819T015642Z,PS-aml-approval-loan_approver-loan_approval,aml,approval,loan_approver,loan_approval,submit_for_approval,/approval-requests,POST,200,allow,23.379900,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-approval-loan_approver-loan_screening,aml,approval,loan_approver,loan_screening,submit_for_approval,/approval-requests,POST,200,allow,16.111100,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-approval-loan_reviewer-loan_approval,aml,approval,loan_reviewer,loan_approval,submit_for_approval,/approval-requests,POST,200,allow,16.776700,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-approval-loan_reviewer-loan_screening,aml,approval,loan_reviewer,loan_screening,submit_for_approval,/approval-requests,POST,200,allow,16.108200,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-credit-loan_approver-loan_approval,aml,credit,loan_approver,loan_approval,request_credit_assessment,/credit-assessment,POST,200,allow,16.812200,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-credit-loan_approver-loan_screening,aml,credit,loan_approver,loan_screening,request_credit_assessment,/credit-assessment,POST,200,allow,15.149700,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-credit-loan_reviewer-loan_approval,aml,credit,loan_reviewer,loan_approval,request_credit_assessment,/credit-assessment,POST,200,allow,15.919300,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-credit-loan_reviewer-loan_screening,aml,credit,loan_reviewer,loan_screening,request_credit_assessment,/credit-assessment,POST,200,allow,16.019400,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-customer-loan_approver-loan_approval,aml,customer,loan_approver,loan_approval,read_customer_profile,/customer-profile/CASE-0001,GET,200,allow,16.752500,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-customer-loan_approver-loan_screening,aml,customer,loan_approver,loan_screening,read_customer_profile,/customer-profile/CASE-0001,GET,200,allow,14.090900,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-customer-loan_reviewer-loan_approval,aml,customer,loan_reviewer,loan_approval,read_customer_profile,/customer-profile/CASE-0001,GET,200,allow,14.355000,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-customer-loan_reviewer-loan_screening,aml,customer,loan_reviewer,loan_screening,read_customer_profile,/customer-profile/CASE-0001,GET,200,allow,14.479400,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-loan-loan_approver-loan_approval,aml,loan,loan_approver,loan_approval,read_review_package,/loan-review/CASE-0001,GET,200,allow,16.065400,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-loan-loan_approver-loan_screening,aml,loan,loan_approver,loan_screening,read_review_package,/loan-review/CASE-0001,GET,200,allow,13.764900,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-loan-loan_reviewer-loan_approval,aml,loan,loan_reviewer,loan_approval,read_review_package,/loan-review/CASE-0001,GET,200,allow,13.570000,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-aml-loan-loan_reviewer-loan_screening,aml,loan,loan_reviewer,loan_screening,read_review_package,/loan-review/CASE-0001,GET,200,allow,13.850300,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-aml-loan_approver-loan_approval,approval,aml,loan_approver,loan_approval,request_aml_screening,/aml-screening,POST,200,allow,42.088100,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-aml-loan_approver-loan_screening,approval,aml,loan_approver,loan_screening,request_aml_screening,/aml-screening,POST,200,allow,16.716700,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-aml-loan_reviewer-loan_approval,approval,aml,loan_reviewer,loan_approval,request_aml_screening,/aml-screening,POST,200,allow,18.080200,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-aml-loan_reviewer-loan_screening,approval,aml,loan_reviewer,loan_screening,request_aml_screening,/aml-screening,POST,200,allow,18.069100,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-credit-loan_approver-loan_approval,approval,credit,loan_approver,loan_approval,request_credit_assessment,/credit-assessment,POST,200,allow,18.493300,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-credit-loan_approver-loan_screening,approval,credit,loan_approver,loan_screening,request_credit_assessment,/credit-assessment,POST,200,allow,19.998300,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-credit-loan_reviewer-loan_approval,approval,credit,loan_reviewer,loan_approval,request_credit_assessment,/credit-assessment,POST,200,allow,18.713700,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-credit-loan_reviewer-loan_screening,approval,credit,loan_reviewer,loan_screening,request_credit_assessment,/credit-assessment,POST,200,allow,18.937500,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-customer-loan_approver-loan_approval,approval,customer,loan_approver,loan_approval,read_customer_profile,/customer-profile/CASE-0001,GET,200,allow,15.193600,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-customer-loan_approver-loan_screening,approval,customer,loan_approver,loan_screening,read_customer_profile,/customer-profile/CASE-0001,GET,200,allow,13.918600,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-customer-loan_reviewer-loan_approval,approval,customer,loan_reviewer,loan_approval,read_customer_profile,/customer-profile/CASE-0001,GET,200,allow,14.327800,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-customer-loan_reviewer-loan_screening,approval,customer,loan_reviewer,loan_screening,read_customer_profile,/customer-profile/CASE-0001,GET,200,allow,13.867300,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-loan-loan_approver-loan_approval,approval,loan,loan_approver,loan_approval,read_review_package,/loan-review/CASE-0001,GET,200,allow,14.686700,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-loan-loan_approver-loan_screening,approval,loan,loan_approver,loan_screening,read_review_package,/loan-review/CASE-0001,GET,200,allow,14.502100,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-loan-loan_reviewer-loan_approval,approval,loan,loan_reviewer,loan_approval,read_review_package,/loan-review/CASE-0001,GET,200,allow,15.703600,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-approval-loan-loan_reviewer-loan_screening,approval,loan,loan_reviewer,loan_screening,read_review_package,/loan-review/CASE-0001,GET,200,allow,17.046500,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-credit-aml-loan_approver-loan_approval,credit,aml,loan_approver,loan_approval,request_aml_screening,/aml-screening,POST,200,allow,42.913600,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-credit-aml-loan_approver-loan_screening,credit,aml,loan_approver,loan_screening,request_aml_screening,/aml-screening,POST,200,allow,17.899500,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-credit-aml-loan_reviewer-loan_approval,credit,aml,loan_reviewer,loan_approval,request_aml_screening,/aml-screening,POST,200,allow,16.617600,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-credit-aml-loan_reviewer-loan_screening,credit,aml,loan_reviewer,loan_screening,request_aml_screening,/aml-screening,POST,200,allow,17.334200,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-credit-approval-loan_approver-loan_approval,credit,approval,loan_approver,loan_approval,submit_for_approval,/approval-requests,POST,200,allow,17.971600,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-credit-approval-loan_approver-loan_screening,credit,approval,loan_approver,loan_screening,submit_for_approval,/approval-requests,POST,200,allow,16.839600,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-credit-approval-loan_reviewer-loan_approval,credit,approval,loan_reviewer,loan_approval,submit_for_approval,/approval-requests,POST,200,allow,16.918300,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-credit-approval-loan_reviewer-loan_screening,credit,approval,loan_reviewer,loan_screening,submit_for_approval,/approval-requests,POST,200,allow,16.779800,,allow,baseline_broad_authenticated_access,false
baseline,policyspace-baseline-20260819T015642Z,PS-credit-customer-loan_approver-loan_approval,credit,customer,loan_approver,loan_approval,read_customer_profile,/customer-profile/CASE-0001,GET,200,allow,18.805100,,allow,baseline_broad_authenticated_access,false
