metric,mode,median,iqr,p95,ci_low,ci_high,n_batches
decision_ms,baseline,1.2099309999911156,0.027644999960330097,1.257611349990384,1.2049412500090284,1.215319999971598,120
total_ms,baseline,11.391004749981448,0.584983749988055,11.703352600025596,11.343762749987718,11.409005000018624,120
decision_ms,policy_only,1.2401589999910811,0.020504499989471014,1.264007349998053,1.2366597499848808,1.2424304999996139,120
total_ms,policy_only,11.442028999994136,0.6392521249978245,11.644825050015584,11.410323000006883,11.472823250002762,120
decision_ms,segmentation_only,1.2501707499836812,0.03473574996348816,1.2863734500967892,1.242896999997356,1.253649249974842,120
total_ms,segmentation_only,11.601498999965543,0.7375641251314846,11.903906924914054,11.470209499861994,11.673159250051413,120
decision_ms,proposed,1.29508924919719,0.04129337548874901,1.3487922239619365,1.2895480003862758,1.29955649981639,120
total_ms,proposed,11.707107249549153,0.8363295005437976,12.120477000144092,11.654469499262632,11.794923249908607,120
